"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20","Create file","LMS service","Fri Apr 10 10:36:18 UTC 2026","passed","Fri Apr 10 10:36:18 UTC 2026","Create entity","Files","",""
"","13","Get file","LMS service","Fri Apr 10 10:36:19 UTC 2026","passed","Fri Apr 10 10:36:19 UTC 2026","Get entity","Files","",""
"","33","Update course","LMS service","Fri Apr 10 10:36:13 UTC 2026","passed","Fri Apr 10 10:36:13 UTC 2026","Update entity","Courses","",""
"","560","Create user","LMS service","Fri Apr 10 10:36:21 UTC 2026","passed","Fri Apr 10 10:36:21 UTC 2026","Create entity","Users","",""
"","550","Login with correct credentials","LMS service","Fri Apr 10 10:36:12 UTC 2026","passed","Fri Apr 10 10:36:13 UTC 2026","Login","Authentication","",""
"","36","Get courses","LMS service","Fri Apr 10 10:36:14 UTC 2026","passed","Fri Apr 10 10:36:14 UTC 2026","Get entities","Courses","",""
"","562","Create user","LMS service","Fri Apr 10 10:36:21 UTC 2026","passed","Fri Apr 10 10:36:21 UTC 2026","Create entity","Users","",""
"","13","Get user me","LMS service","Fri Apr 10 10:36:22 UTC 2026","passed","Fri Apr 10 10:36:22 UTC 2026","Get entity","Users","",""
"","260","Get file with incorrect file id","LMS service","Fri Apr 10 10:36:21 UTC 2026","passed","Fri Apr 10 10:36:21 UTC 2026","Validate entity","Files","",""
"","294","Delete file","LMS service","Fri Apr 10 10:36:20 UTC 2026","passed","Fri Apr 10 10:36:20 UTC 2026","Delete entity","Files","",""
"","18","Delete exercise","LMS service","Fri Apr 10 10:36:17 UTC 2026","passed","Fri Apr 10 10:36:17 UTC 2026","Delete entity","Exercises","",""
"","265","Create file with empty directory","LMS service","Fri Apr 10 10:36:20 UTC 2026","passed","Fri Apr 10 10:36:20 UTC 2026","Validate entity","Files","",""
"","28","Create exercise","LMS service","Fri Apr 10 10:36:15 UTC 2026","passed","Fri Apr 10 10:36:15 UTC 2026","Create entity","Exercises","",""
"","261","Create file with empty filename","LMS service","Fri Apr 10 10:36:19 UTC 2026","passed","Fri Apr 10 10:36:19 UTC 2026","Validate entity","Files","",""
"","31","Get exercise","LMS service","Fri Apr 10 10:36:16 UTC 2026","passed","Fri Apr 10 10:36:17 UTC 2026","Get entity","Exercises","",""
"","32","Update exercise","LMS service","Fri Apr 10 10:36:15 UTC 2026","passed","Fri Apr 10 10:36:15 UTC 2026","Update entity","Exercises","",""
"","20","Get exercises","LMS service","Fri Apr 10 10:36:18 UTC 2026","passed","Fri Apr 10 10:36:18 UTC 2026","Get entities","Exercises","",""
"","31","Create course","LMS service","Fri Apr 10 10:36:14 UTC 2026","passed","Fri Apr 10 10:36:14 UTC 2026","Create entity","Courses","",""
"","552","Create user","LMS service","Fri Apr 10 10:36:20 UTC 2026","passed","Fri Apr 10 10:36:21 UTC 2026","Create entity","Users","",""
