"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21","Delete file","LMS service","Sat May 02 18:52:52 UTC 2026","passed","Sat May 02 18:52:52 UTC 2026","Delete entity","Files","",""
"","263","Create file with empty filename","LMS service","Sat May 02 18:52:51 UTC 2026","passed","Sat May 02 18:52:51 UTC 2026","Validate entity","Files","",""
"","31","Get courses","LMS service","Sat May 02 18:52:46 UTC 2026","passed","Sat May 02 18:52:46 UTC 2026","Get entities","Courses","",""
"","26","Get exercise","LMS service","Sat May 02 18:52:48 UTC 2026","passed","Sat May 02 18:52:48 UTC 2026","Get entity","Exercises","",""
"","32","Create exercise","LMS service","Sat May 02 18:52:47 UTC 2026","passed","Sat May 02 18:52:47 UTC 2026","Create entity","Exercises","",""
"","263","Create file","LMS service","Sat May 02 18:52:50 UTC 2026","passed","Sat May 02 18:52:50 UTC 2026","Create entity","Files","",""
"","553","Login with correct credentials","LMS service","Sat May 02 18:52:44 UTC 2026","passed","Sat May 02 18:52:45 UTC 2026","Login","Authentication","",""
"","289","Update exercise","LMS service","Sat May 02 18:52:47 UTC 2026","passed","Sat May 02 18:52:48 UTC 2026","Update entity","Exercises","",""
"","264","Create file with empty directory","LMS service","Sat May 02 18:52:51 UTC 2026","passed","Sat May 02 18:52:52 UTC 2026","Validate entity","Files","",""
"","13","Get file","LMS service","Sat May 02 18:52:50 UTC 2026","passed","Sat May 02 18:52:50 UTC 2026","Get entity","Files","",""
"","12","Get user me","LMS service","Sat May 02 18:52:54 UTC 2026","passed","Sat May 02 18:52:54 UTC 2026","Get entity","Users","",""
"","297","Get exercises","LMS service","Sat May 02 18:52:49 UTC 2026","passed","Sat May 02 18:52:49 UTC 2026","Get entities","Exercises","",""
"","560","Create user","LMS service","Sat May 02 18:52:53 UTC 2026","passed","Sat May 02 18:52:53 UTC 2026","Create entity","Users","",""
"","311","Update course","LMS service","Sat May 02 18:52:45 UTC 2026","passed","Sat May 02 18:52:45 UTC 2026","Update entity","Courses","",""
"","559","Create user","LMS service","Sat May 02 18:52:53 UTC 2026","passed","Sat May 02 18:52:53 UTC 2026","Create entity","Users","",""
"","555","Create user","LMS service","Sat May 02 18:52:52 UTC 2026","passed","Sat May 02 18:52:53 UTC 2026","Create entity","Users","",""
"","270","Get file with incorrect file id","LMS service","Sat May 02 18:52:52 UTC 2026","passed","Sat May 02 18:52:53 UTC 2026","Validate entity","Files","",""
"","18","Delete exercise","LMS service","Sat May 02 18:52:49 UTC 2026","passed","Sat May 02 18:52:49 UTC 2026","Delete entity","Exercises","",""
"","30","Create course","LMS service","Sat May 02 18:52:46 UTC 2026","passed","Sat May 02 18:52:46 UTC 2026","Create entity","Courses","",""
