"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","515","Create user","LMS service","Sat May 02 11:30:00 UTC 2026","passed","Sat May 02 11:30:00 UTC 2026","Create entity","Users","",""
"","11","Get user me","LMS service","Sat May 02 11:30:01 UTC 2026","passed","Sat May 02 11:30:01 UTC 2026","Get entity","Users","",""
"","19","Delete exercise","LMS service","Sat May 02 11:29:57 UTC 2026","passed","Sat May 02 11:29:57 UTC 2026","Delete entity","Exercises","",""
"","272","Get exercises","LMS service","Sat May 02 11:29:57 UTC 2026","passed","Sat May 02 11:29:57 UTC 2026","Get entities","Exercises","",""
"","252","Get file with incorrect file id","LMS service","Sat May 02 11:30:00 UTC 2026","passed","Sat May 02 11:30:00 UTC 2026","Validate entity","Files","",""
"","271","Login with correct credentials","LMS service","Sat May 02 11:29:52 UTC 2026","passed","Sat May 02 11:29:52 UTC 2026","Login","Authentication","",""
"","24","Get exercise","LMS service","Sat May 02 11:29:56 UTC 2026","passed","Sat May 02 11:29:56 UTC 2026","Get entity","Exercises","",""
"","20","Delete file","LMS service","Sat May 02 11:30:00 UTC 2026","passed","Sat May 02 11:30:00 UTC 2026","Delete entity","Files","",""
"","249","Create file with empty directory","LMS service","Sat May 02 11:29:59 UTC 2026","passed","Sat May 02 11:29:59 UTC 2026","Validate entity","Files","",""
"","289","Update course","LMS service","Sat May 02 11:29:53 UTC 2026","passed","Sat May 02 11:29:53 UTC 2026","Update entity","Courses","",""
"","31","Create course","LMS service","Sat May 02 11:29:54 UTC 2026","passed","Sat May 02 11:29:54 UTC 2026","Create entity","Courses","",""
"","276","Update exercise","LMS service","Sat May 02 11:29:55 UTC 2026","passed","Sat May 02 11:29:55 UTC 2026","Update entity","Exercises","",""
"","251","Create file","LMS service","Sat May 02 11:29:57 UTC 2026","passed","Sat May 02 11:29:57 UTC 2026","Create entity","Files","",""
"","540","Create user","LMS service","Sat May 02 11:30:00 UTC 2026","passed","Sat May 02 11:30:01 UTC 2026","Create entity","Users","",""
"","542","Create user","LMS service","Sat May 02 11:30:00 UTC 2026","passed","Sat May 02 11:30:01 UTC 2026","Create entity","Users","",""
"","15","Get file","LMS service","Sat May 02 11:29:58 UTC 2026","passed","Sat May 02 11:29:58 UTC 2026","Get entity","Files","",""
"","251","Create file with empty filename","LMS service","Sat May 02 11:29:58 UTC 2026","passed","Sat May 02 11:29:59 UTC 2026","Validate entity","Files","",""
"","290","Get courses","LMS service","Sat May 02 11:29:53 UTC 2026","passed","Sat May 02 11:29:54 UTC 2026","Get entities","Courses","",""
"","28","Create exercise","LMS service","Sat May 02 11:29:55 UTC 2026","passed","Sat May 02 11:29:55 UTC 2026","Create entity","Exercises","",""
