"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17","Create file","LMS service","Sat May 02 10:59:54 UTC 2026","passed","Sat May 02 10:59:54 UTC 2026","Create entity","Files","",""
"","17","Delete exercise","LMS service","Sat May 02 10:59:53 UTC 2026","passed","Sat May 02 10:59:53 UTC 2026","Delete entity","Exercises","",""
"","327","Delete file","LMS service","Sat May 02 10:59:56 UTC 2026","passed","Sat May 02 10:59:57 UTC 2026","Delete entity","Files","",""
"","328","Create exercise","LMS service","Sat May 02 10:59:51 UTC 2026","passed","Sat May 02 10:59:51 UTC 2026","Create entity","Exercises","",""
"","626","Create user","LMS service","Sat May 02 10:59:57 UTC 2026","passed","Sat May 02 10:59:58 UTC 2026","Create entity","Users","",""
"","321","Get exercise","LMS service","Sat May 02 10:59:52 UTC 2026","passed","Sat May 02 10:59:52 UTC 2026","Get entity","Exercises","",""
"","624","Login with correct credentials","LMS service","Sat May 02 10:59:48 UTC 2026","passed","Sat May 02 10:59:48 UTC 2026","Login","Authentication","",""
"","301","Get file with incorrect file id","LMS service","Sat May 02 10:59:57 UTC 2026","passed","Sat May 02 10:59:57 UTC 2026","Validate entity","Files","",""
"","631","Create user","LMS service","Sat May 02 10:59:57 UTC 2026","passed","Sat May 02 10:59:57 UTC 2026","Create entity","Users","",""
"","12","Get file","LMS service","Sat May 02 10:59:55 UTC 2026","passed","Sat May 02 10:59:55 UTC 2026","Get entity","Files","",""
"","12","Create file with empty filename","LMS service","Sat May 02 10:59:55 UTC 2026","passed","Sat May 02 10:59:55 UTC 2026","Validate entity","Files","",""
"","626","Create user","LMS service","Sat May 02 10:59:57 UTC 2026","passed","Sat May 02 10:59:58 UTC 2026","Create entity","Users","",""
"","28","Get courses","LMS service","Sat May 02 10:59:49 UTC 2026","passed","Sat May 02 10:59:49 UTC 2026","Get entities","Courses","",""
"","303","Create file with empty directory","LMS service","Sat May 02 10:59:56 UTC 2026","passed","Sat May 02 10:59:56 UTC 2026","Validate entity","Files","",""
"","30","Create course","LMS service","Sat May 02 10:59:50 UTC 2026","passed","Sat May 02 10:59:50 UTC 2026","Create entity","Courses","",""
"","318","Get exercises","LMS service","Sat May 02 10:59:53 UTC 2026","passed","Sat May 02 10:59:54 UTC 2026","Get entities","Exercises","",""
"","11","Get user me","LMS service","Sat May 02 10:59:59 UTC 2026","passed","Sat May 02 10:59:59 UTC 2026","Get entity","Users","",""
"","339","Update course","LMS service","Sat May 02 10:59:48 UTC 2026","passed","Sat May 02 10:59:49 UTC 2026","Update entity","Courses","",""
"","20","Update exercise","LMS service","Sat May 02 10:59:51 UTC 2026","passed","Sat May 02 10:59:51 UTC 2026","Update entity","Exercises","",""
