"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31","Get courses","LMS service","Sat May 02 12:10:26 UTC 2026","passed","Sat May 02 12:10:26 UTC 2026","Get entities","Courses","",""
"","17","Create file with empty directory","LMS service","Sat May 02 12:10:32 UTC 2026","passed","Sat May 02 12:10:32 UTC 2026","Validate entity","Files","",""
"","16","Get file","LMS service","Sat May 02 12:10:31 UTC 2026","passed","Sat May 02 12:10:31 UTC 2026","Get entity","Files","",""
"","292","Create user","LMS service","Sat May 02 12:10:33 UTC 2026","passed","Sat May 02 12:10:33 UTC 2026","Create entity","Users","",""
"","269","Create file with empty filename","LMS service","Sat May 02 12:10:31 UTC 2026","passed","Sat May 02 12:10:32 UTC 2026","Validate entity","Files","",""
"","21","Delete file","LMS service","Sat May 02 12:10:33 UTC 2026","passed","Sat May 02 12:10:33 UTC 2026","Delete entity","Files","",""
"","40","Create course","LMS service","Sat May 02 12:10:27 UTC 2026","passed","Sat May 02 12:10:27 UTC 2026","Create entity","Courses","",""
"","30","Update exercise","LMS service","Sat May 02 12:10:28 UTC 2026","passed","Sat May 02 12:10:28 UTC 2026","Update entity","Exercises","",""
"","22","Get exercise","LMS service","Sat May 02 12:10:28 UTC 2026","passed","Sat May 02 12:10:28 UTC 2026","Get entity","Exercises","",""
"","558","Create user","LMS service","Sat May 02 12:10:33 UTC 2026","passed","Sat May 02 12:10:33 UTC 2026","Create entity","Users","",""
"","19","Get exercises","LMS service","Sat May 02 12:10:29 UTC 2026","passed","Sat May 02 12:10:29 UTC 2026","Get entities","Exercises","",""
"","315","Update course","LMS service","Sat May 02 12:10:26 UTC 2026","passed","Sat May 02 12:10:26 UTC 2026","Update entity","Courses","",""
"","286","Login with correct credentials","LMS service","Sat May 02 12:10:25 UTC 2026","passed","Sat May 02 12:10:25 UTC 2026","Login","Authentication","",""
"","15","Get file with incorrect file id","LMS service","Sat May 02 12:10:33 UTC 2026","passed","Sat May 02 12:10:33 UTC 2026","Validate entity","Files","",""
"","12","Get user me","LMS service","Sat May 02 12:10:34 UTC 2026","passed","Sat May 02 12:10:34 UTC 2026","Get entity","Users","",""
"","22","Create exercise","LMS service","Sat May 02 12:10:27 UTC 2026","passed","Sat May 02 12:10:27 UTC 2026","Create entity","Exercises","",""
"","32","Delete exercise","LMS service","Sat May 02 12:10:29 UTC 2026","passed","Sat May 02 12:10:29 UTC 2026","Delete entity","Exercises","",""
"","266","Create file","LMS service","Sat May 02 12:10:30 UTC 2026","passed","Sat May 02 12:10:31 UTC 2026","Create entity","Files","",""
"","525","Create user","LMS service","Sat May 02 12:10:33 UTC 2026","passed","Sat May 02 12:10:34 UTC 2026","Create entity","Users","",""
