"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","256","Get courses","LMS service","Sat May 02 19:31:57 UTC 2026","passed","Sat May 02 19:31:57 UTC 2026","Get entities","Courses","",""
"","24","Create course","LMS service","Sat May 02 19:31:57 UTC 2026","passed","Sat May 02 19:31:57 UTC 2026","Create entity","Courses","",""
"","476","Create user","LMS service","Sat May 02 19:32:03 UTC 2026","passed","Sat May 02 19:32:03 UTC 2026","Create entity","Users","",""
"","22","Get exercise","LMS service","Sat May 02 19:31:59 UTC 2026","passed","Sat May 02 19:31:59 UTC 2026","Get entity","Exercises","",""
"","233","Create file with empty filename","LMS service","Sat May 02 19:32:01 UTC 2026","passed","Sat May 02 19:32:02 UTC 2026","Validate entity","Files","",""
"","10","Get user me","LMS service","Sat May 02 19:32:04 UTC 2026","passed","Sat May 02 19:32:04 UTC 2026","Get entity","Users","",""
"","14","Delete exercise","LMS service","Sat May 02 19:31:59 UTC 2026","passed","Sat May 02 19:31:59 UTC 2026","Delete entity","Exercises","",""
"","258","Delete file","LMS service","Sat May 02 19:32:03 UTC 2026","passed","Sat May 02 19:32:03 UTC 2026","Delete entity","Files","",""
"","239","Get file with incorrect file id","LMS service","Sat May 02 19:32:03 UTC 2026","passed","Sat May 02 19:32:03 UTC 2026","Validate entity","Files","",""
"","483","Create user","LMS service","Sat May 02 19:32:03 UTC 2026","passed","Sat May 02 19:32:04 UTC 2026","Create entity","Users","",""
"","251","Create user","LMS service","Sat May 02 19:32:03 UTC 2026","passed","Sat May 02 19:32:04 UTC 2026","Create entity","Users","",""
"","11","Get file","LMS service","Sat May 02 19:32:02 UTC 2026","passed","Sat May 02 19:32:02 UTC 2026","Get entity","Files","",""
"","23","Create exercise","LMS service","Sat May 02 19:31:58 UTC 2026","passed","Sat May 02 19:31:58 UTC 2026","Create entity","Exercises","",""
"","265","Update course","LMS service","Sat May 02 19:31:56 UTC 2026","passed","Sat May 02 19:31:56 UTC 2026","Update entity","Courses","",""
"","16","Get exercises","LMS service","Sat May 02 19:32:01 UTC 2026","passed","Sat May 02 19:32:01 UTC 2026","Get entities","Exercises","",""
"","16","Create file","LMS service","Sat May 02 19:32:00 UTC 2026","passed","Sat May 02 19:32:01 UTC 2026","Create entity","Files","",""
"","477","Login with correct credentials","LMS service","Sat May 02 19:31:55 UTC 2026","passed","Sat May 02 19:31:56 UTC 2026","Login","Authentication","",""
"","231","Create file with empty directory","LMS service","Sat May 02 19:32:02 UTC 2026","passed","Sat May 02 19:32:03 UTC 2026","Validate entity","Files","",""
"","22","Update exercise","LMS service","Sat May 02 19:31:58 UTC 2026","passed","Sat May 02 19:31:58 UTC 2026","Update entity","Exercises","",""
