"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","622","Login with correct credentials","LMS service","2026-07-14","passed","2026-07-14","Login","Authentication","",""
"","299","Get file with incorrect file id","LMS service","2026-07-14","passed","2026-07-14","Validate entity","Files","",""
"","297","Create file with empty directory","LMS service","2026-07-14","passed","2026-07-14","Validate entity","Files","",""
"","20","Get exercise","LMS service","2026-07-14","passed","2026-07-14","Get entity","Exercises","",""
"","326","Update exercise","LMS service","2026-07-14","passed","2026-07-14","Update entity","Exercises","",""
"","19","Get file","LMS service","2026-07-14","passed","2026-07-14","Get entity","Files","",""
"","16","Create file","LMS service","2026-07-14","passed","2026-07-14","Create entity","Files","",""
"","323","Get exercises","LMS service","2026-07-14","passed","2026-07-14","Get entities","Exercises","",""
"","628","Create user","LMS service","2026-07-14","passed","2026-07-14","Create entity","Users","",""
"","334","Get courses","LMS service","2026-07-14","passed","2026-07-14","Get entities","Courses","",""
"","318","Refresh token with correct credentials","LMS service","2026-07-14","passed","2026-07-14","Refresh","Authentication","",""
"","321","Delete exercise","LMS service","2026-07-14","passed","2026-07-14","Delete entity","Exercises","",""
"","338","Update course","LMS service","2026-07-14","passed","2026-07-14","Update entity","Courses","",""
"","329","Delete file","LMS service","2026-07-14","passed","2026-07-14","Delete entity","Files","",""
"","12","Get user me","LMS service","2026-07-14","passed","2026-07-14","Get entity","Users","",""
"","619","Create user","LMS service","2026-07-14","passed","2026-07-14","Create entity","Users","",""
"","18","Create file with empty filename","LMS service","2026-07-14","passed","2026-07-14","Validate entity","Files","",""
"","625","Create user","LMS service","2026-07-14","passed","2026-07-14","Create entity","Users","",""
"","334","Create course","LMS service","2026-07-14","passed","2026-07-14","Create entity","Courses","",""
"","328","Create exercise","LMS service","2026-07-14","passed","2026-07-14","Create entity","Exercises","",""
